Nombre,Anyo,Roles,Peliculas,Premios
Jill McLean,-1,Reparto,Mothman,No tiene premios
Vince Campbell,-1,Reparto,"Mothman, Con: The Corruption of Shawn Helm, The Deposition",No tiene premios
Matt Basford,-1,Reparto,Mothman,No tiene premios
David Adams,-1,Reparto,"Mothman, Virgin Again, The Junkfood Generation",No tiene premios
Alexandra Robertson,-1,Reparto,Mothman,No tiene premios
Laurel Koelsch,-1,Reparto,"Mothman, Siniestras intenciones",No tiene premios
Doug TenNapel,-1,Producción. Guion. Animación,"The Neverhood, Earthworm Jim, Monster Zoo",Otros premios
Christian Bale,1974,Reparto. Producción. Edición,"El caballero oscuro, Batman Begins, El caballero oscuro: La leyenda renace",Ganó 1 premio Óscar
Justin Theroux,1971,Reparto. Producción. Guion,"Mulholland Drive, Caballeros, princesas y otras bestias, American Psycho",Ganó 2 premios Primetime Emmy
Josh Lucas,1971,Reparto. Producción. Dirección de fotografía y cámara,"Le Mans '66, Sweet Home Alabama, Camino a la gloria",Otros premios
Bill Sage,1962,Reparto. Producción,"American Psycho, Oscura inocencia, El informador",Otros premios
Chloë Sevigny,-1,Reparto. Dirección. Guion,"We Are Who We Are, Big Love, Boys Don't Cry",Nominado para 1 premio Óscar
Reese Witherspoon,1976,Producción. Reparto. Equipo ejecutivo,"Alma salvaje, En la cuerda floja, Una rubia muy legal",Ganó 1 premio Óscar
Samantha Mathis,1970,Reparto. Equipo ejecutivo. Banda sonora,"Broken Arrow: Alarma nuclear, American Psycho, Rebelión en las ondas",Otros premios
Matt Ross,1970,Reparto. Dirección. Producción,"Captain Fantastic, American Psycho, Cara a cara (Face/Off)",Otros premios
Jared Leto,1971,Reparto. Producción. Dirección,"Dallas Buyers Club, Morbius, Escuadrón suicida",Ganó 1 premio Óscar
Willem Dafoe,1955,Reparto. Producción. Guion,"Spider-Man, Van Gogh, a las puertas de la eternidad, The Florida Project",Nominado para 4 premios Óscar
Matthew Clark,-1,Reparto. Equipos adicionales,"Work, Astroesque, The Emperor's Club (El club de los emperadores)",No tiene premios
Kaitlin Olson,1975,Reparto. Producción. Guion,"Buscando a Dory, Colgados en Filadelfia, Vacaciones",Nominado para 3 premios Primetime Emmy
Matt Brundage,-1,Reparto. Arte,"Persiguiendo a Amy, Astroesque, Eyes to Heaven",No tiene premios
Mike Allred,-1,Guion. Reparto. Arte,"The Faculty, Astroesque, Persiguiendo a Amy",No tiene premios
Michael Doherty,-1,Equipos adicionales. Reparto. Dirección,"Alvin y las ardillas 2, Grandmother Winsome's Variety Minute, 96 Souls",No tiene premios
Amy Erenberger,-1,Reparto,"Sin límites, Eyes to Heaven",No tiene premios
Peter Lawson,-1,Reparto,"Eyes to Heaven, True War Stories: Mission Report",No tiene premios
Vincent Kartheiser,1979,Reparto,"Mad Men, In Time, Mentes maestras",Otros premios
Chad Christ,1974,Reparto,"Caramelo asesino, Gattaca, Ricky 6",No tiene premios
Sabine Singh,-1,Reparto,"Siempre a tu lado, Ricky 6, Todos mis hijos",No tiene premios
Richard M. Stuart,-1,Reparto,"Ricky 6, Todo lo que quiero para Navidad",No tiene premios
Patrick Renna,1979,Reparto. Producción,"The Sandlot: Historia de un verano, Menudo yerno, Somos los peores",Otros premios
Emmanuelle Chriqui,1975,Reparto. Producción,"Kilómetro 666, Zohan: Licencia para peinar, 100 chicas",Otros premios
Birkett Turton,1982,Reparto,"¡Salvados!, Firewall, Blade: Trinity",Otros premios
Joshua Dov,-1,Reparto. Guion. Producción,"La Purga: Infinita, Perry Mason, Narcos: México",No tiene premios
Charlene Fernetz,-1,Reparto. Dirección. Banda sonora,"Seeking Fear, Harmony Cats, Beyond Belief: Fact or Fiction",Otros premios
Stephen Morgan,-1,Reparto. Arte,"Atando cabos, Las mansiones de Jericó, Cuarto piso",No tiene premios
Jeremy Davies,1969,Reparto,"Salvar al soldado Ryan, Solaris, Twister",Ganó 1 premio Primetime Emmy
Milla Jovovich,1975,Reparto. Producción. Dirección,"El quinto elemento, Resident Evil: Ultratumba, Resident Evil",Otros premios
Mel Gibson,1956,Reparto. Producción. Dirección,"Braveheart, Arma letal 3, Conspiración",Ganó 2 premios Óscar
Jimmy Smits,1955,Reparto. Producción. Banda sonora,"Star Wars: Episodio III - La venganza de los sith, Policías de Nueva York, Rogue One: Una historia de Star Wars",Ganó 1 premio Primetime Emmy
Peter Stormare,1953,Reparto. Guion. Producción,"Fargo, El secreto de los hermanos Grimm, Constantine",Otros premios
Amanda Plummer,1957,Reparto. Guion,"Pulp Fiction, Abigail Harm, El rey pescador",Ganó 3 premios Primetime Emmy
Gloria Stuart,1910,Reparto. Banda sonora,"Titanic, El hombre invisible, El caserón de las sombras",Nominado para 1 premio Óscar
Tom Bower,1938,Reparto. Producción,"La jungla 2 (Alerta roja), Las colinas tienen ojos, La ley del más fuerte",Otros premios
Donal Logue,1966,Reparto. Producción. Dirección,"Blade, Zodiac, El patriota",Otros premios
Bud Cort,1948,Reparto. Dirección. Guion,"Harold y Maude, Life Aquatic, M*A*S*H",Nominado a 1 premio BAFTA
Billy Crudup,1968,Reparto. Producción. Banda sonora,"Casi famosos, Watchmen, El buen pastor",Ganó 1 premio Primetime Emmy
Bill Haugland,-1,Reparto,"Siguiendo la pista, Un bebé extraordinario, Resucitar un amor",No tiene premios
Nelson Landrieu,-1,Reparto,"La intérprete, Sólo se vive una vez, La hija de Dios",No tiene premios
Ivonne Coll,1947,Reparto. Producción. Dirección,"Instinto, El padrino parte II, Teen Wolf",Otros premios
Jennifer Connelly,1970,Reparto. Producción. Banda sonora,"Una mente maravillosa, Casa de arena y niebla, Hulk",Ganó 1 premio Óscar
Maxine Guess,-1,Casting. Reparto. Equipos adicionales,"Rogue, Falsos testigos, Expediente X",No tiene premios
Paul Hipp,1963,Reparto. Composición. Guion,"Medianoche en el jardín del bien y del mal, Cara a cara (Face/Off), Teniente corrupto",No tiene premios
Hal Holbrook,1925,Reparto. Dirección. Guion,"Hacia rutas salvajes, Lincoln, Todos los hombres del presidente",Nominado para 1 premio Óscar
Lawrence Dane,1937,Reparto. Guion. Producción,"Scanners, La novia de Chucky, Cumpleaños mortal",Otros premios
Ed Harris,1950,Reparto. Producción. Dirección,"Appaloosa, Pollock. La vida de un creador, El show de Truman",Nominado para 4 premios Óscar
Kirsten Dunst,1982,Reparto. Producción. Dirección,"Spider-Man, Melancolía, Entrevista con el vampiro",Nominado para 1 premio Óscar
James Caan,1940,Reparto. Dirección. Especialistas,"Ladrón, Rollerball, ¿un futuro próximo?, El padrino",Nominado para 1 premio Óscar
Vincent Kartheiser,1979,Reparto,"Mad Men, In Time, Mentes maestras",Otros premios
Luis Guzmán,1956,Reparto. Producción. Guion,"Traffic, Embriagado de amor, Boogie Nights",Otros premios
Robert Miano,1942,Reparto. Producción. Guion,"Fast & Furious: Aún más rápido, Donnie Brasco, Un perdedor con suerte",Otros premios
Jennifer Gareis,1970,Reparto,"Miss Agente Especial, El 6º día, Gang Land",Otros premios
Federico Dordei,-1,Reparto,"La innegable verdad, Violet, Dos chicas sin blanca",No tiene premios
Theresa Russell,1957,Reparto. Equipos adicionales. Banda sonora,"Spider-Man 3, Juegos salvajes, Contratiempo",Otros premios
Nick Paulos,-1,Reparto,"Ya no puedo esperar, Luckytown blues, La ley de Las Vegas",No tiene premios
Joseph D. Kucan,-1,Reparto. Dirección. Guion,"Command & Conquer: Tiberian Sun, Command & Conquer, Command & Conquer 3: La Ira de Kane",No tiene premios
Demi Moore,1962,Reparto. Producción. Dirección,"La teniente O'Neil, Ghost (Más allá del amor), Los ángeles de Charlie: Al límite",Nominado para 1 premio Primetime Emmy
Eloise Eonnet,-1,Reparto,"Pasión por vivir, According to Her, L'acqua... il fuoco",No tiene premios
Hadrian Dagannaud-Brouard,-1,Reparto,Pasión por vivir,No tiene premios
Chaya Cuénot,-1,Reparto,Pasión por vivir,No tiene premios
Julianne Nicholson,1971,Reparto. Producción. Dirección,"Agosto, Blonde, Yo, Tonya",Ganó 1 premio Primetime Emmy
William Fichtner,1956,Reparto. Producción. Dirección,"Crash (Colisión), Furia ciega, Black Hawk derribado",Otros premios
Sinéad Cusack,1948,Reparto,"V de vendetta, Promesas del este, Belleza robada",Otros premios
Joss Ackland,1928,Reparto. Banda sonora,"La caza del Octubre Rojo, Arma letal 2, El alucinante viaje de Bill y Ted",Nominado a 2 premios BAFTA
Peter Riegert,1947,Reparto. Dirección. Guion,"La máscara, Desmadre a la americana, Un tipo genial",Nominado para 1 premio Óscar
Stellan Skarsgård,-1,Reparto. Producción. Guion,"El indomable Will Hunting, Nymphomaniac (volumen 1), Amistad",Nominado para 1 premio Primetime Emmy
Olivia Williams,1968,Reparto. Banda sonora,"El escritor, An Education, El sexto sentido",Otros premios
Balthazar Getty,1975,Reparto. Producción. Música,"El señor de las moscas, Carretera perdida, Atrapados",Otros premios
Arly Jover,-1,Reparto. Producción. Guion,"Axolotl Overkill, Masaryk, Millennium: Los hombres que no amaban a las mujeres",Otros premios
Jason Cairns,-1,Reparto. Guion. Vestuario,"Chill Factor, One, In the Eye of the Snake",No tiene premios
Ruben Moreno,-1,Reparto. Equipos adicionales,"Trece días, Pequeño gran hombre, Coffy",No tiene premios
Daniel London,1973,Reparto. Producción. Banda sonora,"Minority Report, Rent, Patch Adams",Otros premios
Stacy Edwards,1965,Reparto. Producción,"En compañía de hombres, Primary Colors, Driven",Otros premios
Steve Jones,1955,Reparto. Guion. Producción,"El equipo A, Sid y Nancy, Lost in Translation",No tiene premios
George Lazenby,1939,Reparto. Especialistas. Guion,"007 al servicio secreto de su Majestad, Gettysburg, Star of Jaipur",Otros premios
John Taylor,1960,Reparto. Composición. Música,"9 semanas y media, Donnie Darko, Layer Cake: Crimen organizado",Otros premios
Harrison Ford,1942,Reparto. Guion. Producción,"En busca del arca perdida, El fugitivo, La guerra de las galaxias",Nominado para 1 premio Óscar
Michelle Pfeiffer,1958,Reparto. Producción. Banda sonora,"Los fabulosos Baker Boys, Lo que la verdad esconde, Hairspray",Nominado para 3 premios Óscar
Katharine Towne,-1,Reparto,"Mulholland Drive, Lo que la verdad esconde, Evolution",No tiene premios
Miranda Otto,1967,Reparto. Producción. Banda sonora,"El señor de los anillos: El retorno del rey, El señor de los anillos: Las dos torres, La delgada línea roja",Otros premios
James Remar,1953,Reparto. Banda sonora,Sex and the City: A Farewell,Otros premios
Victoria Bidewell,1978,Reparto,"Aliens vs. Predator 2, Lo que la verdad esconde, Novio por una noche",Otros premios
Diana Scarwid,1955,Reparto. Banda sonora,"Lo que la verdad esconde, Queridísima mamá, Silkwood",Nominado para 1 premio Óscar
Dennison Samaroo,-1,Reparto,"Buen rollito, Alexander y el día terrible, horrible, espantoso, horroroso, Lo que la verdad esconde",No tiene premios
Jennifer Tung,1973,Reparto. Producción. Especialistas,"Kung Pow: A puñetazo limpio, Star Trek: Insurrección, Armageddon",No tiene premios
Eliott Goretsky,-1,Reparto. Casting,"Lo que la verdad esconde, Batman del futuro, El ala oeste de la Casa Blanca",No tiene premios
Emily Watson,1967,Reparto. Producción. Banda sonora,"Gosford Park, Rompiendo las olas, Embriagado de amor",Nominado para 2 premios Óscar
Dermot Mulroney,1963,Reparto. Música. Producción,"La boda de mi mejor amigo, Agosto, El día de la boda",Otros premios
Nick Nolte,1941,Reparto. Producción. Banda sonora,"Warrior, Aflicción, El príncipe de las mareas",Nominado para 3 premios Óscar
Nathan Lane,1956,Reparto. Producción. Banda sonora,"Los productores, Una jaula de grillos, El rey león",Ganó 1 premio Primetime Emmy
Brittany Murphy,1977,Reparto. Producción. Banda sonora,"Clueless (Fuera de onda), Recién casados, Inocencia interrumpida",Otros premios
Lesley Ann Warren,1946,Reparto. Producción. Banda sonora,"¿Víctor o Victoria?, Mujeres desesperadas, El juego de la sospecha (Cluedo)",Nominado para 1 premio Óscar
Will Patton,1954,Reparto. Banda sonora,"Mensajero del futuro, No hay salida, Armageddon",Otros premios
Stephen Lang,1952,Reparto. Producción. Guion,"Avatar, No respires, Avatar: El sentido del agua",Otros premios
Mark Acheson,1957,Reparto. Banda sonora,"Elf, Las crónicas de Riddick, Operación reno",No tiene premios
Vincent Gale,1968,Reparto. Banda sonora,"Firewall, La memoria de los muertos, Van Helsing",Otros premios
Joel Grey,1932,Reparto. Banda sonora,"Cabaret, Remo, desarmado y peligroso, Bailar en la oscuridad",Ganó 1 premio Óscar
Barnard Hughes,1915,Reparto,"Jóvenes ocultos, Tron, Sister Act 2: De vuelta al convento",Ganó 1 premio Primetime Emmy
Jean Louisa Kelly,-1,Reparto. Producción. Banda sonora,"Solos con nuestro tío, Profesor Holland, Yes, Dear",Otros premios
Joey McIntyre,1972,Reparto. Guion. Producción,"Noche de fin de año, Cuerpos especiales, The Hotwives of Orlando",Otros premios
Jonathon Morris,1960,Reparto. Banda sonora,"The Fantasticks, Bread, Beau Geste",No tiene premios
Brad Sullivan,1931,Reparto. Banda sonora,"El castañazo, Los intocables de Eliot Ness, Sister Act 2: De vuelta al convento",No tiene premios
Teller,1948,Guion. Producción. Reparto,"Penn & Teller: Bullshit!, Dos chiflados en apuros, El Vermeer de Tim",Nominado para 10 premios Primetime Emmy
Arturo Gil,-1,Reparto. Especialistas. Equipos adicionales,"Spaceballs, El alucinante viaje de Bill y Ted, Estudio 2",No tiene premios
Tony Cox,1958,Reparto. Especialistas. Producción,"Bad Santa, Spaceballs, Bad Santa 2",No tiene premios
Victoria Stevens,-1,Reparto,"The Fantasticks, Shangri-La Plaza",No tiene premios
Gérard Lanvin,1950,Reparto. Guion. Música,"Mesrine: Parte 2. Enemigo público nº 1, El precio del peligro, Para todos los gustos",Otros premios
Charlotte Gainsbourg,1971,Reparto. Guion. Composición,"Nymphomaniac (volumen 2), Anticristo, Melancolía",Otros premios
Eric Ruf,-1,Reparto. Equipos adicionales. Diseño de producción,"Poupoupidou, L'homme qui voulait vivre sa vie, À la recherche du temps perdu",No tiene premios
Tania Da Costa,-1,Reparto,"Sandra et les siens, Passionnément, Nos vies heureuses",No tiene premios
Liliane Rovère,1933,Reparto. Guion. Dirección,"Un verano en la provenza, Harry, un amigo que os quiere, Buffet frío",Otros premios
Catherine Sola,-1,Reparto,"El último tango en París, George qui?, Adiós, amigo",No tiene premios
Laura Martins Correa,-1,Reparto,Passionnément,No tiene premios
Angélica Chaves,-1,Reparto,Passionnément,No tiene premios
Bérénice Bejo,1976,Reparto. Dirección de fotografía y cámara,"The Artist, El pasado, OSS 117: El Cairo, nido de espías",Nominado para 1 premio Óscar
Holly Massee,-1,Reparto,Passionnément,No tiene premios
David Duchovny,1960,Reparto. Producción. Dirección,"Expediente X, Expediente X: Enfréntate al futuro, Californication",Nominado para 4 premios Primetime Emmy
Minnie Driver,1970,Reparto. Producción. Banda sonora,"Círculo de amigos, The Riches - Familia de impostores, El indomable Will Hunting",Nominado para 1 premio Óscar
Carroll O'Connor,1924,Reparto. Música. Producción,"Todo en familia, En el calor de la noche, Archie Bunker's Place",Ganó 5 premios Primetime Emmy
Robert Loggia,1930,Reparto. Dirección. Equipos adicionales,"Big, Independence Day, Carretera perdida",Nominado para 1 premio Óscar
Bonnie Hunt,1961,Producción. Guion. Reparto,"Jumanji, La milla verde, Jerry Maguire",Nominado para 1 premio Primetime Emmy
David Alan Grier,1956,Reparto. Guion. Producción,"Joe Pickett, ¡Papá, córtate un poco!, The Wiz Live!",Otros premios
Joely Richardson,1965,Reparto. Producción. Banda sonora,"Nip/Tuck, a golpe de bisturí, El patriota, 101 dálmatas (¡Más vivos que nunca!)",Otros premios
Eddie Jones,1934,Reparto,"La terminal, Seabiscuit, más allá de la leyenda, Sneakers (Los fisgones)",No tiene premios
Jim Belushi,1954,Reparto. Música. Producción,"Danko: Calor rojo, Superagente K-9, Saturday Night Live",Nominado para 1 premio Primetime Emmy
Marianne Muellerleile,-1,Reparto,"Terminator, Hechizo del corazón, Ases calientes",No tiene premios
Tom Breeding,-1,Reparto,Pushing the Envelope,No tiene premios
Jeff Britt,-1,Reparto,"Pushing the Envelope, Detention",No tiene premios
Paula Rester,-1,Reparto,"Pushing the Envelope, Deus Ex: Invisible War, Motorcycle",No tiene premios
Craig McGonagill,-1,Reparto. Composición,Pushing the Envelope,No tiene premios
Ramiro L. Ramirez,-1,Reparto,Pushing the Envelope,No tiene premios
James Kersey,-1,Reparto,Pushing the Envelope,No tiene premios
Allie Smith,1979,Reparto. Producción. Guion,"The Best Friend, Complacent, Leaving Angeles",No tiene premios
Clay Parsley,-1,Reparto,Pushing the Envelope,No tiene premios
Reagan Johnson,-1,Reparto,Pushing the Envelope,No tiene premios
Margaret O. Smith,-1,Reparto,Pushing the Envelope,No tiene premios
Brian O'Halloran,1969,Reparto. Producción. Equipos adicionales,"Clerks, Mallrats, Clerks II",Otros premios
Bryan Johnson,1967,Reparto. Guion. Dirección,"Vulgar, Mallrats, Jay y Bob el Silencioso contraatacan",No tiene premios
Jerry Lewkowitz,-1,Reparto,"Vulgar, Dadetown",No tiene premios
Ethan Suplee,1976,Reparto. Guion. Banda sonora,"Titanes: Hicieron historia, John Q, Persiguiendo a Amy",Otros premios
Matthew Maher,1971,Reparto. Equipos adicionales,"Adiós pequeña, adiós, Capitana Marvel, Una historia casi divertida",Otros premios
Don Gentile,-1,Reparto,Vulgar,No tiene premios
Thomas W. Leidner,-1,Equipos adicionales. Reparto. Arte,"Las vírgenes suicidas, Rescate, El diablo metió la mano",No tiene premios
Michael Tierney,-1,Reparto,"Vulgar, North Shore, Las pesadillas de Freddy",No tiene premios
David Gilbert,-1,Reparto,Vulgar,No tiene premios
Erik Johnson,-1,Casting. Reparto. Equipos adicionales,"Pluto Nash, El arte de la guerra, Ojos que te acechan",No tiene premios
Dennis Hopper,1936,Reparto. Dirección. Guion,"Easy Rider (Buscando mi destino), Terciopelo azul, Speed: Máxima potencia",Nominado para 2 premios Óscar
Marley Shelton,1974,Reparto,"Grindhouse: Planet Terror, Death Proof, Nunca me han besado",Otros premios
Devon Gummersall,-1,Reparto. Dirección. Guion,"Nashville, El secreto de la casa Blake, Es mi vida",Otros premios
Talia Shire,1946,Reparto. Producción. Dirección,"Rocky, El padrino, Rocky IV",Nominado para 2 premios Óscar
Michael Cudlitz,1964,Reparto. Arte. Dirección,"Un asesino algo especial, The Walking Dead, Sex Drive",Otros premios
Peter Onorati,1953,Reparto. Guion. Producción,"This Is Us, Uno de los nuestros, Cop Rock",Otros premios
Richard Portnow,-1,Reparto. Producción. Equipos adicionales,"Trumbo: La lista negra de Hollywood, Hitchcock, Los Soprano",Otros premios
Cheri Oteri,1962,Reparto. Guion. Producción,"Scary Movie, Southland Tales, Mentiroso compulsivo",Nominado para 1 premio Primetime Emmy
Ryan Bollman,1972,Reparto,"Los chicos del maíz 2: El sacrificio final, Sólo el más fuerte, La historia interminable III: Las aventuras de Bastian",Otros premios
Joel Traywick,-1,Reparto,"Expediente X: Enfréntate al futuro, Skippy, The Jamie Foxx Show",No tiene premios
Govinda,1963,Reparto. Música. Producción,"Coolie No. 1, Partner, Holiday",Otros premios
Tabu,1970,Reparto. Música,"Andhadhun, Drishyam, Haider",Otros premios
Karisma Kapoor,1974,Reparto. Música,"Dil To Pagal Hai, Zubeidaa, Fiza",Otros premios
Shweta Menon,1974,Reparto. Música. Banda sonora,"Paleri Manikyam: Oru Pathirakolapathakathinte Katha, Salt n' Pepper, Maqbool",Otros premios
Nirmal Pandey,-1,Reparto. Música,"Pyaar Kiya To Darna Kya, La reina de los bandidos, Auzaar",Otros premios
Sushma Seth,1936,Reparto,"Kal Ho Naa Ho, Tamasha, Nunca feliz",Otros premios
Kiran Kumar,1953,Reparto,"Chalaak, Khuda Gawah, Do Matwale",Otros premios
Johny Lever,1957,Reparto. Música. Equipos adicionales,"Koi... Mil Gaya, Baazigar, Awara Paagal Deewana",Otros premios
Rana Jung Bahadur,1952,Reparto. Dirección de producción,"Heera Lal Panna Lal, Nayak: The Real Hero, Mahabharat",No tiene premios
Vishnu Sharma,-1,Reparto,"El exótico Hotel Marigold, Ssshhhh... Koi Hai, Mahabharat",No tiene premios
Stephen McHattie,1947,Reparto. Dirección. Producción,"Frecuencia macabra, La fuente de la vida, Watchmen",Otros premios
Laura Harris,-1,Reparto. Producción. Banda sonora,"The Faculty, 24, Tan muertos como yo",Otros premios
Jason Priestley,1969,Reparto. Producción. Dirección,"Sensación de vivir, Call Me Fitz, Cas & Dylan",Otros premios
Gordon Michael Woolvett,1970,Reparto. Dirección. Guion,"17th Annual Gemini Awards, Andrómeda, Parkman",Otros premios
Bernie Coulson,1965,Reparto. Producción,"Acusados, Hard Core Logo, Expediente X",No tiene premios
Louis Gossett Jr.,1936,Reparto. Producción. Dirección,"Oficial y caballero, Enemigo mío, Tiburón 3-D. El gran tiburón",Ganó 1 premio Óscar
Linda Griffiths,-1,Reparto. Guion. Producción,"Lianna, The Marriage Bed, Pasión en el paraíso",Otros premios
Nicolas Van Burek,-1,Reparto. Especialistas. Equipos adicionales,"Escuadrón suicida, El lado siniestro de la luna, ARQ",No tiene premios
Donald Burda,1959,Reparto,"American Gods, Maps to the Stars, The Strain",No tiene premios
Peter Keleghan,1959,Reparto. Guion. Cámara y electricidad,"Ginger Snaps, Made in Canada, The Newsroom",Otros premios
Slamet Rahardjo,-1,Reparto. Dirección. Guion,"Ponirah Terpidana, Langitku Rumahku, Marsinah",Otros premios
Rachmat Hidayat,-1,Reparto,"Mat Peci, Ja Mualim, Big Village",No tiene premios
Sardono W. Kusumo,-1,Reparto. Producción,"Meta Ekologi, Sri, Rembulan dan Matahari",No tiene premios
El Manik,-1,Reparto,"Berbagi Suami, Menumpas Teroris, Bintang Kejora",Otros premios
Jenny Rachman,-1,Reparto,"Rama Superman Indonesia, Kecupan pertama, Kabut Sutra Ungu",Otros premios
Maruli Sitompul,-1,Reparto,"Lem mien kuel, Sorga yang Hilang, Tuan Tanah Kedawung",No tiene premios
Soerip,-1,Reparto,"Perempuan dalam Pasungan, Rembulan dan Matahari, Zoebaida",No tiene premios
Mang Udel,-1,Reparto,"Arwah komersil dalam kampus, Budak Nafsu, Si badung",No tiene premios
Govinda,1963,Reparto. Música. Producción,"Coolie No. 1, Partner, Holiday",Otros premios
Aishwarya Rai Bachchan,1973,Reparto. Producción. Banda sonora,"Jodhaa Akbar, Dhoom:2, Hum Dil De Chuke Sanam",Otros premios
Jackie Shroff,1957,Reparto. Producción. Banda sonora,"Devdas, Criminal Justice, Mast Mein Rehne Ka",Otros premios
Namrata Shirodkar,1972,Reparto. Producción. Banda sonora,"Bodas y prejuicios, Hera Pheri, Aaghaaz",Otros premios
Saeed Jaffrey,1929,Reparto. Equipos adicionales,"El hombre que pudo reinar, Mi hermosa lavandería, Gandhi",Nominado a 1 premio BAFTA
Maya Alagh,-1,Reparto,"LOC: Kargil, Talaash: The Hunt Begins..., Yalgaar",Otros premios
Renuka Israni,-1,Reparto,"Mahabharat, Mahabharat Katha, Rishtey",No tiene premios
Kiran,-1,Reparto. Equipos adicionales. Cámara y electricidad,"Talaash: The Hunt Begins..., Auzaar, Aarzoo",No tiene premios
Sanjay Mishra,1963,Reparto. Cámara y electricidad. Composición,"Masaan, Ankhon Dekhi, Kaamyaab",Otros premios
Dinyar Tirandaz,-1,Reparto,"Daraar, Miss 420, Mohandas B.A.L.L.B.",No tiene premios
Scott Bloom,-1,Reparto. Producción. Guion,"Ases calientes, In-natural, ¿Quién es el jefe?",Otros premios
Kevin Connolly,1974,Reparto. Dirección. Producción,"Entourage (El séquito), El diario de Noa, John Q",Otros premios
Tobey Maguire,1975,Reparto. Producción. Equipo ejecutivo,"Brothers (Hermanos), Spider-Man, Jóvenes prodigiosos",Otros premios
Leonardo DiCaprio,1974,Producción. Reparto. Guion,"Origen, El lobo de Wall Street, Infiltrados",Ganó 1 premio Óscar
Jenny Lewis,1976,Music Artist. Reparto. Música,"El campeón del videojuego, Bolt, Jóvenes incomprendidas",Otros premios
Meadow Sisto,-1,Reparto,"Capitán Ron, Ya no puedo esperar, Sentinel",Otros premios
Marissa Ribisi,-1,Reparto. Guion,"Movida del 76, Pleasantville, Ejecución inminente",Otros premios
Amber Benson,1977,Reparto. Guion. Dirección,"Chance, Veneno en la piel, Latter Days",Otros premios
Andre Berryman,-1,Reparto,Don's Plum,No tiene premios
John Brooks,-1,Reparto. Música,"Mis propias reglas, Don's Plum, Behind the Music",No tiene premios
Mariah Carey,1969,Music Artist. Reparto. Composición,"Glitter, todo lo que brilla, Precious, Batman: La LEGO película",Otros premios
Eric Benét,1966,Reparto. Guion. Producción,"Más que amigos, hermanos, A Thin Line Between Love and Hate, Snap",Otros premios
Max Beesley,1971,Reparto. Guion. Producción,"The Gentlemen: La serie, Secuestro en el aire, El visitante",Otros premios
Da Brat,1974,Reparto. Producción. Composición,"Wasabi: El trato sucio de la mafia, Dos policías rebeldes, Esta abuela es un peligro",Otros premios
Tia Texada,-1,Reparto,"The Unit, Turno de guardia",Otros premios
Valarie Pettiford,1960,Reparto. Equipos adicionales. Producción,"Half & Half, Expediente X, The Blacklist",Otros premios
Ann Magnuson,1956,Reparto. Dirección. Guion,"La habitación del pánico, Pequeños guerreros, Peligro inminente",No tiene premios
Terrence Howard,1969,Reparto. Producción. Guion,"Crash (Colisión), Hustle & Flow, Iron Man",Nominado para 1 premio Óscar
Dorian Harewood,1950,Reparto. Banda sonora,"La chaqueta metálica, Space Jam, Sudden Death (Muerte súbita)",Nominado para 1 premio Primetime Emmy
Grant Nickalls,-1,Reparto,"El increíble Hulk, Mirada de ángel, Trabajo sucio",No tiene premios
Maria João Luís,1964,Reparto. Dirección,"Crónica Feminina, Em Câmara Lenta, Feitiço de Amor",Otros premios
Virgílio Castelo,1953,Reparto. Dirección de producción. Equipos adicionales,"Terra Nova - O Filme, Um Amor de Perdição, Inspector Max",Otros premios
Filipe Ferrer,-1,Reparto. Dirección,"La hija de D'Artagnan, Mensagem, 1867",No tiene premios
Cândido Ferreira,-1,Reparto,"A Herdade, Até Amanhã, Camaradas, Grandes Livros",Otros premios
José Wallenstein,-1,Reparto,"A Audição, Olhos nos Olhos, O Quinto Império - Ontem Como Hoje",Otros premios
Ana Nave,-1,Reparto. Equipos adicionales. Dirección,"Jogo de Damas, Snu, Liberdade 21",Otros premios
Adriano Luz,1959,Equipos adicionales. Reparto. Dirección,"Mistérios de Lisboa, Tren de noche a Lisboa, O Dia Mais Feliz da Tua Vida",Otros premios
José Meireles,-1,Reparto. Dirección. Guion,"As Linhas de Torres Vedras, Las líneas de Wellington, Uma Casa na História",No tiene premios
João Lobo,-1,Reparto. Efectos visuales. Arte,"A Espada e a Rosa, Massa Fresca, Camarate",Otros premios
Alexandra Leite,-1,Reparto,"Casos da Vida, Ministério do Tempo, Maré Alta",No tiene premios
John Cullum,1930,Reparto. Dirección. Guion,"Doctor en Alaska, Todas las cosas buenas, 1776",Nominado para 1 premio Primetime Emmy
Eddie Thiel,-1,Reparto,Ricochet River,No tiene premios
Tyler Miller,-1,Reparto,Ricochet River,No tiene premios
Jason James Richter,1980,Reparto. Producción. Dirección,"Pequeños detalles, Last Call, Remember the Sultana",Otros premios
Kate Hudson,1979,Reparto. Producción. Dirección,"Casi famosos, Cómo perder a un chico en 10 días, Guerra de novias",Nominado para 1 premio Óscar
Douglas Spain,-1,Reparto. Producción. Dirección,"But I'm a Cheerleader, Badsville, Line of Duty",Otros premios
Richard Zavaglia,-1,Reparto. Producción,"Policías de Nueva York, Nobody Knows Anything!, Donnie Brasco",No tiene premios
Sheila Goold,-1,Reparto,"Riven: The Sequel to Myst, The Transcendental Slave, A Bit of Bad Luck",No tiene premios
T. Jay O'Brien,-1,Reparto. Guion. Dirección de casting,"The Spirit, Justicia de hombre, Living Hell",No tiene premios
