Nombre,Anyo,Roles,Peliculas,Premios
John Ratzenberger,1947,Reparto. Dirección. Producción,"Cheers, Monstruos University, Toy Story",Nominado para 2 premios Primetime Emmy
Annie Potts,1952,Reparto. Producción. Banda sonora,"Los Cazafantasmas, Toy Story 4, La chica de rosa",Nominado para 1 premio Primetime Emmy
Wayne Knight,1955,Reparto. Banda sonora,"Jurassic Park (Parque Jurásico), Ratas a la carrera, Dirty Dancing",Otros premios
James Levine,-1,Música. Equipos adicionales. Dirección,"Fantasía 2000, A Classic Tale. Music for Our Children, Great Performances at the Met",Ganó 1 premio Primetime Emmy
Steve Martin,1945,Guion. Reparto. Producción,"Roxanne, Un loco anda suelto, La pantera rosa",Ganó 1 premio Primetime Emmy
Itzhak Perlman,1945,Música. Reparto. Composición,"Hero de Zhang Yimou, La lista de Schindler, Memorias de una geisha",Ganó 4 premios Primetime Emmy
Quincy Jones,1933,Música. Producción. Composición,"El color púrpura, En el calor de la noche, La huida",Nominado para 7 premios Óscar
Bette Midler,1945,Reparto. Producción. Guion,"Eternamente amigas, El club de las primeras esposas, El retorno de las brujas",Nominado para 2 premios Óscar
James Earl Jones,1931,Reparto. Banda sonora,"Rogue One: Una historia de Star Wars, El rey león, Campo de sueños",Nominado para 1 premio Óscar
Penn Jillette,1955,Guion. Producción. Reparto,"Dos chiflados en apuros, Penn & Teller: Bullshit!, Hackers Piratas informáticos",Nominado para 10 premios Primetime Emmy
Teller,1948,Guion. Producción. Reparto,"Teller | Guion, Producción, Reparto",Nominado para 10 premios Primetime Emmy
Wayne Allwine,1947,Reparto. Sonido. Banda sonora,"¿Quién engañó a Roger Rabbit?, El chip prodigioso, Star Trek V: La última frontera",Ganó 1 premio Primetime Emmy
Angela Lansbury,1925,Reparto. Producción. Equipo ejecutivo,"El mensajero del miedo, Se ha escrito un crimen, Anastasia",Nominado para 3 premios Óscar
John Cusack,1966,Reparto. Producción. Guion,"Un asesino algo especial, Alta fidelidad, Un gran amor",Nominado a 1 premio BAFTA
Cameron Diaz,1972,Reparto. Producción. Banda sonora,"Vanilla Sky, Algo pasa con Mary, Los ángeles de Charlie",Nominado a 1 premio BAFTA
Catherine Keener,1959,Reparto. Producción. Casting,"Cómo ser John Malkovich, Truman Capote, Virgen a los 40",Nominado para 2 premios Óscar
John Malkovich,1953,Reparto. Producción. Guion,"Cómo ser John Malkovich, En la línea de fuego, RED",Nominado para 2 premios Óscar
Ned Bellamy,1957,Reparto. Dirección. Guion,"Blonde, Crepúsculo, Seinfeld",No tiene premios
Eric Weinstein,-1,Producción. Equipos adicionales. Edición,"El planeta de los simios, Shooter: El tirador, El incidente",No tiene premios
Madison Lanc,-1,Reparto,"X-Men, Cómo ser John Malkovich, El rey de Queens",No tiene premios
Octavia Spencer,1970,Reparto. Producción. Dirección,"Figuras ocultas, Criadas y señoras, Fruitvale Station",Ganó 1 premio Óscar
Mary Kay Place,1947,Reparto. Dirección. Guion,"Cómo ser John Malkovich, Mary Hartman, Mary Hartman, Inocencia interrumpida",Ganó 1 premio Primetime Emmy
Orson Bean,1928,Reparto. Guion. Banda sonora,"Cómo ser John Malkovich, El chip prodigioso, El hobbit",Otros premios
Christopher Lambert,1957,Reparto. Producción. Guion,"Los inmortales, Mortal Kombat, Fortaleza infernal",Otros premios
Rhona Mitra,1976,Reparto,"Underworld: La rebelión de los licántropos, La vida de David Gale, Doomsday: El día del juicio",Otros premios
Oliver Cotton,1944,Reparto. Guion. Producción,"Los rebeldes de Shanghái, El caballero oscuro: La leyenda renace, Firefox: El arma definitiva",No tiene premios
Götz Otto,1967,Reparto. Guion,"Iron Sky, El mañana nunca muere, El atlas de las nubes",Otros premios
Charles Robinson,-1,Reparto. Dirección. Casting,"Juzgado de guardia, El trébol azul, Secret Santa",Otros premios
Brent Jefferson Lowe,-1,Reparto,"Beowulf, la leyenda, Beyond Belief: Fact or Fiction, Focus",No tiene premios
Roger Sloman,-1,Reparto. Banda sonora,"Seducción peligrosa, Bird of Prey, Rojos",No tiene premios
Layla Roberts,-1,Reparto,"Armageddon, Beowulf, la leyenda, Erotic Confessions",No tiene premios
Robert Willox,-1,Reparto,"La Liga de los Hombres Extraordinarios, En la boca del lobo, London Boulevard",No tiene premios
Patricia Velasquez,1971,Reparto. Producción,"The Mummy Returns (El regreso de la momia), The Mummy (La momia), La Llorona",Otros premios
Brendan Fraser,1968,Reparto. Producción. Arte,"The Mummy (La momia), Crash (Colisión), The Mummy Returns (El regreso de la momia)",Ganó 1 premio Óscar
Rachel Weisz,1970,Reparto. Producción. Dirección,"El jardinero fiel, Langosta, Disobedience",Ganó 1 premio Óscar
John Hannah,1962,Reparto. Producción,"Cuatro bodas y un funeral, The Mummy (La momia), Huracán Carter",Nominado a 1 premio BAFTA
Arnold Vosloo,1962,Reparto. Producción,"The Mummy (La momia), Diamante de sangre, The Mummy Returns (El regreso de la momia)",Otros premios
Kevin J. O'Connor,1963,Reparto. Banda sonora,"The Mummy (La momia), Deep Rising: El misterio de las profundidades, Van Helsing",No tiene premios
Jonathan Hyde,1948,Reparto,"Titanic, Anaconda, Jumanji",Otros premios
Oded Fehr,1970,Reparto,"The Mummy Returns (El regreso de la momia), The Mummy (La momia), Gigoló",Otros premios
Erick Avari,1952,Reparto. Dirección. Guion,"Mr. Deeds, The Mummy (La momia), Stargate: Puerta a las estrellas",Otros premios
Stephen Dunham,1964,Reparto. Especialistas,"The Mummy (La momia), Paranormal Activity 4, Superagente 86 de película",No tiene premios
Corey Johnson,1961,Reparto. Producción. Equipos adicionales,"Morbius, The Mauritanian, Capitán Phillips",Otros premios
Gunnar Hansen,1947,Reparto. Guion,"La matanza de Texas, La matanza de Texas 3D, Noche de acampada",Otros premios
Debbie Rochon,1968,Reparto. Producción. Guion,"Model Hunger, Exhumed, Slime City Massacre",Otros premios
Jon Miller,-1,Reparto. Producción,"Head Cheerleader Dead Cheerleader, Hellblock 13, La caseta del terror",No tiene premios
Brian Kelly,-1,Reparto,"Hunter, Generation Ax, Hellblock 13",No tiene premios
Jeff Jordan,-1,Reparto,"Noche de acampada, Hellblock 13, Dirty Shield",No tiene premios
Amy R. Beattie,-1,Reparto,"Generation Ax, Hellblock 13, Do Not Grow Weary",No tiene premios
Bill Roberson,-1,Reparto. Especialistas,"Forrest Gump, El patriota, Patch Adams",No tiene premios
Kirk Bair,-1,Equipos adicionales. Reparto. Cámara y electricidad,"Dog Days, Querido John, The Crazies",No tiene premios
Bob Hungerford,-1,Reparto. Producción,"UHF, La vida secreta de las abejas, Una juerga de pelotas",No tiene premios
Jessica Dunning,-1,Reparto,Hellblock 13,No tiene premios
P. Craig Russell,-1,Reparto,"Townies, P. Craig Russell's Guide to Graphic Storytelling, Volume 2, P. Craig Russell's Guide to Graphic Storytelling, Volume 1",No tiene premios
Lori Scarlett,-1,Reparto,"The Bloody Indulgent, Vampire Burt's Serenade, Killer Nerd",No tiene premios
Jeremy Maes,-1,Reparto,Townies,No tiene premios
Jay Geldhof,-1,Reparto,Townies,No tiene premios
Michelle Sibits,-1,Reparto,"Townies, Payback Is a Bitch",No tiene premios
Toby Radloff,-1,Reparto. Guion. Producción,"American Splendor, Townies, Killer Nerd",No tiene premios
Sean Wolf,-1,Reparto,Townies,No tiene premios
Phil Schmeidel,-1,Reparto,Townies,No tiene premios
Shannon McNamara,-1,Reparto,"Georgia, Celia, Townies",No tiene premios
Lauren Monaco,-1,Reparto,Townies,No tiene premios
Jane Longenecker,-1,Reparto,"The Confessional, Dinocroc, The Coroner",No tiene premios
Dean St. Louis,-1,Reparto. Guion. Diseño de vestuario,"The Sixth, The Perfect Location, The Realtor",No tiene premios
Christine Burke,-1,Reparto,"The Coroner, Dead Girls Don't Tango, Vampire: The Masquerade - Redemption",No tiene premios
Rebecca Gray,-1,Reparto. Guion. Producción,"The Money $hot, Poker, El soltero",No tiene premios
Holly Hollywood,1974,Reparto. Cámara y electricidad,"Las reglas del juego, The Erotic Misadventures of the Invisible Man, Total Exposure",Otros premios
Bryn Pryor,-1,Dirección. Cámara y electricidad. Guion,"Corruption, Upload, Cowboys & Engines",Otros premios
Joyce Westergaard,-1,Vestuario. Reparto. Diseño de vestuario,"La aventura del Intrépido, No duermas sola, Cautivas del deseo",No tiene premios
David Aimerito,-1,Reparto. Equipos adicionales,"Lift, El asesino de al lado, Movies 'Til Dawn",No tiene premios
Stella Farentino,-1,Reparto. Equipos adicionales,"Shoot 'Em Up: En el punto de mira, I Love You, But, The Unit",No tiene premios
Eric Gerleman,-1,Reparto,"Ulli Lommel's Zodiac Killer, Urgencias, Mentes criminales",No tiene premios
Jeff Fahey,1952,Reparto. Producción. Equipos adicionales,"Perdidos, Wyatt Earp, The Lawnmower Man",Otros premios
Carl Marotte,1959,Reparto. Producción. Especialistas,"San Valentín sangriento, La tierra de los muertos vivientes, El poder de la sangre",Otros premios
Marlee Matlin,1965,Reparto. Producción. Dirección,"CODA: Los sonidos del silencio, Hijos de un dios menor, Ley y orden: Unidad de Víctimas Especiales",Ganó 1 premio Óscar
Charles Edwin Powell,-1,Reparto. Dirección. Producción,"Stream, ScreamBoat, Hi.",Otros premios
Sean Milliken,-1,Dirección de casting. Casting. Reparto,"Tucker & Dale contra el mal, Los superbabies, Transparency",No tiene premios
Chuck Shamata,1942,Reparto. Guion. Producción,"Cinderella Man. El hombre que no se dejó tumbar, El día de mañana, The Clown",Otros premios
Jack Langedijk,-1,Reparto,"Desaparecidos, Darkman II: El regreso de Durant, El mundo perdido",Otros premios
Alan Fawcett,-1,Reparto,"El día de mañana, El último suspiro, Un amor entre dos mundos",No tiene premios
Sabrina Boudot,-1,Reparto. Equipos adicionales,"CBS Summer Playhouse, La sombra del silencio, El taller del orfebre",No tiene premios
Paulina Abarca-Cantin,-1,Producción. Dirección. Reparto,"Revisiting Waiting for the Parade, The Bold Type, El reencuentro",No tiene premios
Claire Danes,1979,Reparto. Producción. Banda sonora,"Es mi vida, Homeland, Romeo y Julieta de William Shakespeare",Ganó 3 premios Primetime Emmy
Kate Beckinsale,1973,Reparto. Producción. Equipos adicionales,"Underworld: Evolution, Underworld, Van Helsing",Otros premios
Bill Pullman,1953,Reparto. Dirección. Producción,"Independence Day, Independence Day: Contraataque, Spaceballs",Otros premios
Jacqueline Kim,-1,Reparto. Producción. Guion,"Star Trek: La próxima generación, Advantageous, Volcano",Otros premios
Lou Diamond Phillips,1962,Reparto. Dirección. Guion,"En honor a la verdad, Equipo mortal, La bamba",Nominado para 1 premio Primetime Emmy
Daniel Lapaine,1971,Reparto. Dirección. Guion,"Catastrophe, Black Mirror, La noche más oscura",No tiene premios
Tom Amandes,1959,Reparto. Dirección. Banda sonora,"Memoria letal, Everwood, Sueños rotos",Otros premios
Aimee Graham,-1,Reparto. Producción. Dirección,"Me parece que ... sé lo que gritásteis el último viernes 13, Abierto hasta el amanecer, Sueños rotos",No tiene premios
John Doe,1953,Reparto. Composición. Música,"De profesión: duro, El guardaespaldas, Pure Country",Otros premios
Kay Tong Lim,-1,Reparto,"Dragón, la vida de Bruce Lee, Te puede pasar a ti, Saigón",Otros premios
Melanie Lynskey,1977,Reparto. Banda sonora,"Togetherness, Criaturas celestiales, Up in the Air (Amor sin escalas)",Nominado para 3 premios Primetime Emmy
Wil Wheaton,1972,Reparto. Guion. Producción,"Cuenta conmigo, Nimh: El mundo secreto de la señora Brisby, Operación: Soldados de juguete",Otros premios
Corin Nemec,1971,Reparto. Producción. Guion,"Place of Bones, I Feel Fine., Sobrenatural",Nominado para 1 premio Primetime Emmy
Yelena Danova,-1,Reparto. Dirección. Producción,"Independence Day, Los Smith, Bombshell",No tiene premios
Steve Valentine,-1,Reparto. Dirección. Guion,"Monster High 2, Monster High: La película, Mom",No tiene premios
Blaire Baron,-1,Reparto. Producción. Guion,"Ellas dan el golpe, Seinfeld, Malcolm",Otros premios
Douglas Coler,-1,Reparto. Equipos adicionales,"Longshot, Pasaporte al infierno, Foreign Correspondents",No tiene premios
Lisa LoCicero,1970,Reparto. Banda sonora,"Hospital General, Hora punta 2, Star Trek: Voyager",Otros premios
Alice Cunningham,-1,Reparto,"Foreign Correspondents, Atrapado por el futuro, La finzione blu",No tiene premios
Guy Lewis,-1,Reparto,"Torchwood, Foreign Correspondents, The Second Hearing",No tiene premios
Tom Cruise,1962,Reparto. Producción. Dirección,"Top Gun: Ídolos del aire, El último samurái, Jerry Maguire",Nominado para 4 premios Óscar
Nicole Kidman,1967,Reparto. Producción. Música,"Moulin Rouge, Las horas, Los secretos del corazón",Ganó 1 premio Óscar
Todd Field,-1,Dirección. Guion. Reparto,"Tár, Juegos secretos, En la habitación",Nominado para 6 premios Óscar
Sydney Pollack,1934,Dirección. Producción. Reparto,"Tootsie, Michael Clayton, Eyes Wide Shut",Ganó 2 premios Óscar
Madison Eginton,1989,Reparto. Equipos adicionales,"Star Trek: La próxima generación, Eyes Wide Shut, Ángel",No tiene premios
Jackie Sawiris,-1,Reparto. Equipos adicionales. Dirección,"Incendios, Eyes Wide Shut, The Mummy Returns (El regreso de la momia)",No tiene premios
Leslie Lowe,-1,Reparto. Dirección. Guion,"Eyes Wide Shut, Criaturas feroces, Nocturnes",No tiene premios
Peter Hans Benson,1963,Reparto,"Un crimen perfecto, Joker, Destino oculto",No tiene premios
Michael Doven,-1,Producción. Equipos adicionales. Reparto,"El último samurái, Misión: Imposible 2, Minority Report",Otros premios
Sky du Mont,1947,Reparto. Guion,"Eyes Wide Shut, El tesoro de manitú, (T)Raumschiff Surprise - Periode 1",Otros premios
Ewan McGregor,1971,Reparto. Producción. Guion,"Moulin Rouge, Trainspotting, Agosto",Ganó 1 premio Primetime Emmy
Ashley Judd,1968,Reparto. Producción. Dirección,"Doble traición, Insectos, El coleccionista de amantes",Nominado para 2 premios Primetime Emmy
Patrick Bergin,1951,Reparto. Producción. Banda sonora,"Durmiendo con su enemigo, Juego de patriotas, Robin Hood: El magnífico",Otros premios
Geneviève Bujold,1942,Reparto. Guion. Música,"Inseparables, Coma, Ana de los mil días",Nominado para 1 premio Óscar
k.d. lang,1961,Reparto. Música. Composición,"Twister, Salmonberries, Dick Tracy",Otros premios
Jason Priestley,1969,Reparto. Producción. Dirección,"Sensación de vivir, Call Me Fitz, Cas & Dylan",Otros premios
Anne-Marie Brown,-1,Reparto,"Ojos que te acechan, Rumbo a Kansas City, La fuerza para vencer",No tiene premios
Kaitlin Brown,-1,Reparto,"Ojos que te acechan, Rumbo a Kansas City, La fuerza para vencer",No tiene premios
David Nerman,-1,Reparto,"El mundo perdido, A Little Off the Top, Segundo contacto (¡Han llegado! - 2ª parte)",Otros premios
Steven McCarthy,-1,Reparto. Guion. Producción,"The Expanse, O Negative, Chapelwaite",Otros premios
Tom Hanks,1956,Producción. Reparto. Guion,"Náufrago, Big, Forrest Gump",Ganó 2 premios Óscar
Michael Clarke Duncan,1957,Reparto. Producción. Banda sonora,"La milla verde, Sin City: Ciudad del pecado, Armageddon",Nominado para 1 premio Óscar
David Morse,1953,Reparto. Producción. Dirección,"La milla verde, En tierra hostil, La Roca",Nominado para 2 premios Primetime Emmy
Bonnie Hunt,1961,Producción. Guion. Reparto,"Jumanji, La milla verde, Jerry Maguire",Nominado para 1 premio Primetime Emmy
James Cromwell,1940,Reparto. Producción. Banda sonora,"L.A. Confidential, La milla verde, Star Trek: Primer contacto",Nominado para 1 premio Óscar
Michael Jeter,1952,Reparto. Dirección. Banda sonora,"Open Range, La milla verde, Jurassic Park III (Parque Jurásico III)",Ganó 1 premio Primetime Emmy
Graham Greene,1952,Reparto. Guion. Equipos adicionales,"La milla verde, Wind River, Bailando con lobos",Nominado para 1 premio Óscar
Doug Hutchison,1960,Reparto. Guion. Producción,"La milla verde, Punisher 2: Zona de guerra, Yo soy Sam",Otros premios
Sam Rockwell,1968,Reparto. Producción. Dirección,"Moon, Tres anuncios en las afueras, Confesiones de una mente peligrosa",Ganó 1 premio Óscar
Barry Pepper,1970,Reparto. Producción. Equipo ejecutivo,"Salvando al soldado Ryan: Campamento para el reparto, Valor de ley, La milla verde",Ganó 1 premio Primetime Emmy
Miguel Guilherme,1958,Reparto,"O Fura-Vidas, Capitão Falcão, Conta-me Como Foi",Otros premios
Elsa Valentim,-1,Reparto. Producción,"A Minha Casinha, O Amor É Lindo... Porque Sim!, Al Berto",Otros premios
José Wallenstein,-1,Reparto,"A Audição, Olhos nos Olhos, O Quinto Império - Ontem Como Hoje",Otros premios
Raquel Dias,-1,Reparto,"A Febre do Ouro Negro, ...Quando Troveja, Misterios de Lisboa",No tiene premios
Bruno Bravo,-1,Reparto. Dirección. Sonido,"Las mil y una noches: volumen 1. El inquieto, Adriana, Lianor",Otros premios
Anabela Brígida,-1,Reparto. Guion. Dirección de arte,"A Mulher sem Corpo, Santa Bárbara, Na Mata dos Medos",Otros premios
Pedro Carraca,-1,Reparto. Producción,"Avé Maria, A Filha, ...Quando Troveja",No tiene premios
Laurinda Ferreira,-1,Reparto. Guion y continuidad,"...Quando Troveja, Ninguém Como Tu, Querença",No tiene premios
João Salaviza,-1,Dirección. Guion. Edición,"El canto de la selva, A Flor do Buriti, Montanha",Otros premios
Marthe Rodrigues,-1,Reparto,...Quando Troveja,No tiene premios
Ethan Hawke,1970,Reparto. Producción. Guion,"Training Day (Día de entrenamiento), Antes de amanecer, Antes del anochecer",Nominado para 4 premios Óscar
Max von Sydow,1929,Reparto. Equipos adicionales. Dirección,"Flash Gordon, El séptimo sello, Tan fuerte, tan cerca",Nominado para 2 premios Óscar
Yûki Kudô,1971,Reparto. Producción. Banda sonora,"Memorias de una geisha, Mystery Train, Hora punta 3",Otros premios
Reeve Carney,1983,Reparto. Composición. Equipos adicionales,"Mientras nieva sobre los cedros, La saga Crepúsculo: Amanecer - Parte 2, Ella es el chico",Otros premios
Anne Suzuki,1987,Reparto,"Mientras nieva sobre los cedros, Returner, Initial D: Derrapando al límite",Otros premios
Rick Yune,1971,Reparto. Producción. Guion,"The Fast and the Furious (A todo gas), Muere otro día, Objetivo: La Casa Blanca",Otros premios
James Rebhorn,1948,Reparto,"Independence Day, The Game, El talento de Mr. Ripley",Otros premios
James Cromwell,1940,Reparto. Producción. Banda sonora,"L.A. Confidential, La milla verde, Star Trek: Primer contacto",Nominado para 1 premio Óscar
Richard Jenkins,1947,Reparto. Producción. Banda sonora,"La forma del agua, The visitor, Hermanos por pelotas",Nominado para 2 premios Óscar
Arija Bareikis,1966,Reparto,"Gigoló, The Purge: La noche de las bestias, Sin reservas",No tiene premios
Jude Law,1972,Reparto. Producción. Dirección,"El talento de Mr. Ripley, Closer: Cegados por el deseo, El gran hotel Budapest",Nominado para 2 premios Óscar
Jennifer Jason Leigh,1962,Reparto. Producción. Guion,"Los odiosos ocho, Mujer blanca soltera busca..., Short Cuts - Vidas cruzadas",Nominado para 1 premio Óscar
Ian Holm,1931,Reparto. Animación. Equipos adicionales,"El señor de los anillos: La comunidad del anillo, El señor de los anillos: El retorno del rey, Brazil",Nominado para 1 premio Óscar
Willem Dafoe,1955,Reparto. Producción. Guion,"Spider-Man, Van Gogh, a las puertas de la eternidad, The Florida Project",Nominado para 4 premios Óscar
Don McKellar,1963,Reparto. Dirección. Guion,"Last Night, A ciegas (Blindness), El violín rojo",Otros premios
Callum Keith Rennie,-1,Reparto. Producción. Equipos adicionales,"Star Trek: Discovery, The Umbrella Academy, Battlestar Galactica: El plan",Otros premios
Christopher Eccleston,1964,Reparto,"Thor: El mundo oscuro, Doctor Who, Tumba abierta",Nominado a 2 premios BAFTA
Sarah Polley,1979,Reparto. Dirección. Guion,"Mi vida sin mí, El dulce porvenir, Amanecer de los muertos",Ganó 1 premio Óscar
Robert A. Silverman,-1,Reparto,"Jason X, Scanners, Cromosoma 3",Otros premios
Oscar Hsu,-1,Reparto. Especialistas,"eXistenZ, La prueba, A ciegas (Blindness)",No tiene premios
Ralph Fiennes,1962,Reparto. Producción. Dirección,"El jardinero fiel, El gran hotel Budapest, La lista de Schindler",Nominado para 2 premios Óscar
Liv Tyler,1977,Reparto. Producción. Banda sonora,"Armageddon, El señor de los anillos: El retorno del rey, El señor de los anillos: La comunidad del anillo",Otros premios
Toby Stephens,1969,Reparto. Equipos adicionales. Dirección,"Muere otro día, The Machine, Hunter Killer: Caza en las profundidades",Otros premios
Lena Headey,1973,Reparto. Producción. Dirección,"300, Juego de tronos, Orgullo + Prejuicio + Zombis",Nominado para 5 premios Primetime Emmy
Martin Donovan,-1,Reparto. Dirección. Guion,"The Apprentice, Big Little Lies, Tenet",Otros premios
Alun Armstrong,1946,Reparto. Banda sonora,"The Mummy Returns (El regreso de la momia), Krull, Van Helsing",Otros premios
Simon McBurney,1957,Reparto. Equipos adicionales. Guion,"El topo, El mensajero del miedo, El último rey de Escocia",Otros premios
Harriet Walter,1950,Reparto. Banda sonora,"Sentido y sensibilidad, La reina Victoria, El último duelo",Nominado para 5 premios Primetime Emmy
Jason Watkins,1966,Reparto. Banda sonora,"The Crown, Des, El honor perdido de Christopher Jefferies",Ganó 1 premio BAFTA
Irene Worth,1916,Reparto,"La trampa de la muerte, Orden de ejecución, Nicolás y Alejandra",Nominado para 2 premios Primetime Emmy
Sean Runnette,-1,Reparto,"Cop Land, My Girlfriend's Boyfriend, Ley y orden",Otros premios
Debbie Gibson,1970,Reparto. Composición. Producción,"Lucifer, America's Most Musical Family, Una última canción",Otros premios
Jill Novick,-1,Reparto,"Sensación de vivir, Treintaytantos, Justicia extrema",No tiene premios
Chris Bruno,1966,Reparto. Dirección. Especialistas,"The Way Back, Burt Munro. Un sueño, una leyenda, Familia de acogida",Otros premios
Linda Larkin,1970,Reparto. Producción,"Aladdín, Ralph Breaks the Internet, Algo casi perfecto",No tiene premios
Jack Koenig,1959,Reparto,"El genio del amor, Clean, Marci X",No tiene premios
Valerie Perrine,1943,Reparto,"Superman, Lenny, Superman II: La aventura continúa",Nominado para 1 premio Óscar
Rupert Everett,1959,Reparto. Producción. Guion,"La boda de mi mejor amigo, La importancia de llamarse Oscar Wilde, Mi novia es un zombie",Nominado a 3 premios BAFTA
Julianne Moore,1960,Reparto. Producción. Banda sonora,"Lejos del cielo, Boogie Nights, Maps to the Stars",Ganó 1 premio Óscar
Peter Vaughan,1923,Reparto. Banda sonora,"Perros de paja, Brazil, Un funeral de muerte",Nominado a 1 premio BAFTA
Minnie Driver,1970,Reparto. Producción. Banda sonora,"Círculo de amigos, The Riches - Familia de impostores, El indomable Will Hunting",Nominado para 1 premio Óscar
Cate Blanchett,1969,Reparto. Producción. Guion,"Carol, Blue Jasmine, El señor de los anillos: La comunidad del anillo",Ganó 2 premios Óscar
Ben Pullen,1972,Reparto. Producción. Guion,"Un marido ideal, Los inmortales, Las aventuras del príncipe Valiente",No tiene premios
Marsha Fitzalan,1953,Reparto. Equipos adicionales,"Un marido ideal, Un diputado fantástico, Conociendo a Julia",No tiene premios
Lindsay Duncan,1950,Reparto. Equipos adicionales,"Birdman o (La inesperada virtud de la ignorancia), Una cuestión de tiempo, Bajo el sol de la Toscana",Nominado a 3 premios BAFTA
Neville Phillips,1927,Reparto. Guion,"Absolutamente todo, El primer caballero, Johnny English",No tiene premios
John Wood,1930,Reparto,"Juegos de guerra, Lady Halcón, Sabrina (y sus amores)",Otros premios
Costas Mandylor,1965,Reparto,"Saw VI, Saw V, Saw IV",Otros premios
Heidi Schanz,1971,Reparto,"El show de Truman, Virtuosity, Seven",No tiene premios
Valerie Perrine,1943,Reparto,"Superman, Lenny, Superman II: La aventura continúa",Nominado para 1 premio Óscar
Olivia Hussey,1951,Reparto. Banda sonora,"Romeo y Julieta, Navidades negras, Muerte en el Nilo",Otros premios
Audie England,1967,Reparto. Cámara y electricidad,"Free Enterprise, Delta de Venus, Mortal Kombat: Conquest",No tiene premios
Ayrin Leigh,-1,Reparto,Pasión salvaje,No tiene premios
Anya Longwell,-1,Reparto,"La muerte os sienta tan bien, Wasted in Babylon, Pasión salvaje",No tiene premios
Elina Madison,-1,Reparto. Producción. Guion,"#LWL Laugh with Lillian, Last Call at Murray's, Minty: The Assassin",Otros premios
Darren Foy,-1,Reparto,"Ángel, CSI: Miami, Pasión salvaje",No tiene premios
Justin Carroll,-1,Reparto. Guion. Producción,"The Quincy Rose Show, Stormswept, Which Way to Oz",No tiene premios
Lisa Blair,-1,Reparto,"Tres hombres y un bebé, Morella",No tiene premios
Lisa Darr,1963,Reparto. Producción,"Dioses y monstruos, Popular, Si fuera fácil",Otros premios
Nicholas Guest,-1,Reparto. Equipos adicionales. Sonido,"¡Socorro! Ya es Navidad, Entre pillos anda el juego, Astro Boy",No tiene premios
Khrystyne Haje,1968,Reparto. Equipos adicionales. Banda sonora,"Los primeros de la clase, Ley y orden: Unidad de Víctimas Especiales, Ley y orden",Otros premios
Angela Jones,-1,Reparto. Equipos adicionales,"Pulp Fiction, Tú asesina, que nosotras limpiamos la sangre, Landfill",Otros premios
David Kirkwood,-1,Reparto,"Pretender, Morella, Sonámbulos",No tiene premios
Robert Lipton,1943,Reparto,"La jungla 2 (Alerta roja), Bullitt, Walker, Texas Ranger",No tiene premios
Lou Rawls,1933,Reparto. Música. Producción,"Payback, El esmoquin, Blues Brothers 2000",Otros premios
Darlene Vogel,-1,Reparto,"Regreso al futuro: Parte II, Pacific Blue, A Tiger's Tail",No tiene premios
Rick Rodney,-1,Reparto,"Godmoney, Strife: Through and Through",No tiene premios
Bobby Field,-1,Reparto. Cámara y electricidad. Edición,"Coming Up for Air, 15 minutos, The Song",No tiene premios
Christi Allen,-1,Dirección de producción. Reparto. Producción,"The booth, Rhinos, Godmoney",No tiene premios
Stewart Teggart,-1,Reparto,"Godmoney, Sensación de vivir",No tiene premios
Chad Nell,-1,Reparto. Producción. Guion,"Natural Selection, Self Portrait, Revamped",Otros premios
Sean Atkins,-1,Producción. Reparto. Guion,"The Vault, The Eliminator, Godmoney",No tiene premios
Fletcher Dragge,-1,Reparto. Banda sonora,"Torque: Rodando al límite, SubUrbia, Godmoney",No tiene premios
Dino Doane,-1,Efectos especiales. Reparto. Arte,"La guerra del mañana, Atlas, Logan",No tiene premios
Warren Fitzgerald,-1,Música. Reparto. Composición,"Team America: La policía del mundo, Tres idiotas y una bruja, Todo por un sueño",No tiene premios
Marti Noxon,1964,Producción. Guion. Equipos adicionales,"Buffy, cazavampiros, Heridas abiertas, Hasta los huesos",Nominado para 2 premios Primetime Emmy
Sacha Alter,-1,Reparto,Night of the Coyote,No tiene premios
Cecilia Dopazo,-1,Reparto. Guion. Dirección de casting,"Tango feroz: la leyenda de Tanguito, La Argentina de Tato, No sos vos, soy yo",Otros premios
Zeile Entel,-1,Reparto,Night of the Coyote,No tiene premios
Troy Fazio,-1,Reparto,"Some Girl, Night of the Coyote, Ocean Tribe",No tiene premios
Max Felix,-1,Reparto,Night of the Coyote,No tiene premios
Milagros Gallos,-1,Reparto,"Night of the Coyote, Más bien",No tiene premios
Malcolm Kennard,1967,Reparto,"Matrix Reloaded, Killing Time, Catching Milat",Otros premios
Laura LeBlanc,-1,Reparto,"Night of the Coyote, Close Up",No tiene premios
Fernán Mirás,1969,Reparto. Dirección. Guion,"El peso de la ley, Casi muerta, Tango feroz: la leyenda de Tanguito",Otros premios
David Sessions,-1,Reparto. Guion. Producción,"Two Fisted Love, Mail Call, Project: Metalbeast",No tiene premios
Marisol Padilla Sánchez,1973,Reparto. Guion. Producción,"Traffic, Antes que anochezca, L.A. Confidential",No tiene premios
Patricia Bursiel,-1,Reparto,"Girl Next, Dementia, Angel's Tide",Otros premios
Matt Schulze,1972,Reparto. Dirección. Dirección de fotografía y cámara,"The Fast and the Furious (A todo gas), Blade II, Blade",No tiene premios
Jesus Nebot,-1,Reparto. Producción. Dirección,"Sin retorno, American Nightmare, Illegal",Otros premios
